Label,Text,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
negative,"Wiw efek pfizer kok kek gini, jd takut mo vaksin ketiga",,,,,,,Wiw efek pfizer kok kek gini jd takut mo vaksin ketiga,wiw efek pfizer kok kek gini jd takut mo vaksin ketiga,"['wiw', 'efek', 'pfizer', 'kok', 'kek', 'gini', 'jd', 'takut', 'mo', 'vaksin', 'ketiga']","['wow', 'efek', 'pfizer', 'kok', 'seperti', 'begini', 'jadi', 'takut', 'mau', 'vaksin', 'ketiga']","['efek', 'pfizer', 'begini', 'jadi', 'takut', 'mau', 'vaksin', 'ketiga']","['efek', 'pfizer', 'begini', 'jadi', 'takut', 'mau', 'vaksin', 'tiga']","['efek', 'pfizer', 'begini', 'jadi', 'takut', 'mau', 'vaksin', 'ketiga']",[],[],[],efek pfizer begini jadi takut mau vaksin tiga
negative,"Vaksin Sinovac : Ngantukkk, Vaksin Sinovac : engga ada efek apa-apa , Vaksin Pfizer : lemes, badan kaya habis digebukin, sakit kepala, demam, dan dingiiinnn",,,,,,,Vaksin Sinovac  Ngantukkk Vaksin Sinovac  engga ada efek apaapa  Vaksin Pfizer  lemes badan kaya habis digebukin sakit kepala demam dan dingiiinnn,vaksin sinovac  ngantukkk vaksin sinovac  engga ada efek apaapa  vaksin pfizer  lemes badan kaya habis digebukin sakit kepala demam dan dingiiinnn,"['vaksin', 'sinovac', 'ngantukkk', 'vaksin', 'sinovac', 'engga', 'ada', 'efek', 'apaapa', 'vaksin', 'pfizer', 'lemes', 'badan', 'kaya', 'habis', 'digebukin', 'sakit', 'kepala', 'demam', 'dan', 'dingiiinnn']","['vaksin', 'sinovac', 'mengantuk', 'vaksin', 'sinovac', 'tidak', 'ada', 'efek', 'apaapa', 'vaksin', 'pfizer', 'lemas', 'badan', 'seperti', 'habis', 'digebukin', 'sakit', 'kepala', 'demam', 'dan', 'dingin']","['vaksin', 'sinovac', 'mengantuk', 'vaksin', 'sinovac', 'efek', 'apaapa', 'vaksin', 'pfizer', 'lemas', 'badan', 'habis', 'digebukin', 'sakit', 'kepala', 'demam', 'dingin']","['vaksin', 'sinovac', 'antuk', 'vaksin', 'sinovac', 'efek', 'apaapa', 'vaksin', 'pfizer', 'lemas', 'badan', 'habis', 'digebukin', 'sakit', 'kepala', 'demam', 'dingin']","['vaksin', 'sinovac', 'mengantuk', 'vaksin', 'sinovac', 'efek', 'apaapa', 'vaksin', 'pfizer', 'lemas', 'badan', 'habis', 'digebukin', 'sakit', 'kepala', 'demam', 'dingin']",[],[],[],vaksin sinovac antuk vaksin sinovac efek apaapa vaksin pfizer lemas badan habis digebukin sakit kepala demam dingin
positive," udah  vaksin pfizer sama istri, gak ada efek samping nya?",,,,,,, udah  vaksin pfizer sama istri gak ada efek samping nya, udah  vaksin pfizer sama istri gak ada efek samping nya,"['udah', 'vaksin', 'pfizer', 'sama', 'istri', 'gak', 'ada', 'efek', 'samping', 'nya']","['sudah', 'vaksin', 'pfizer', 'sama', 'istri', 'tidak', 'ada', 'efek', 'samping', 'nya']","['vaksin', 'pfizer', 'sama', 'istri', 'efek', 'samping']","['vaksin', 'pfizer', 'sama', 'istri', 'efek', 'samping']","['vaksin', 'pfizer', 'sama', 'istri', 'efek', 'samping']",[],[],[],vaksin pfizer sama istri efek samping
positive,Yang bahaya adalah setelah vaksin pfizer lalu main sepakbola tentu jantung akan melemah efek pembekuan darah.,,,,,,,Yang bahaya adalah setelah vaksin pfizer lalu main sepakbola tentu jantung akan melemah efek pembekuan darah,yang bahaya adalah setelah vaksin pfizer lalu main sepakbola tentu jantung akan melemah efek pembekuan darah,"['yang', 'bahaya', 'adalah', 'setelah', 'vaksin', 'pfizer', 'lalu', 'main', 'sepakbola', 'tentu', 'jantung', 'akan', 'melemah', 'efek', 'pembekuan', 'darah']","['yang', 'bahaya', 'adalah', 'setelah', 'vaksin', 'pfizer', 'lalu', 'main', 'sepakbola', 'tentu', 'jantung', 'akan', 'melemah', 'efek', 'pembekuan', 'darah']","['bahaya', 'vaksin', 'pfizer', 'lalu', 'main', 'sepakbola', 'jantung', 'melemah', 'efek', 'pembekuan', 'darah']","['bahaya', 'vaksin', 'pfizer', 'lalu', 'main', 'sepakbola', 'jantung', 'lemah', 'efek', 'beku', 'darah']","['bahaya', 'vaksin', 'pfizer', 'lalu', 'main', 'sepakbola', 'jantung', 'melemah', 'efek', 'pembekuan', 'darah']",[],[],[],bahaya vaksin pfizer lalu main sepakbola jantung lemah efek beku darah
positive,"Btw astrazeneca dapet booster moderna paling top karna dijamin ampuh walau jujurly jenis vaksin itu efek sampingnya warbiasa sakitnya dibanding sinovac pfizer :"")",,,,,,,Btw astrazeneca dapet booster moderna paling top karna dijamin ampuh walau jujurly jenis vaksin itu efek sampingnya warbiasa sakitnya dibanding sinovac pfizer ,btw astrazeneca dapet booster moderna paling top karna dijamin ampuh walau jujurly jenis vaksin itu efek sampingnya warbiasa sakitnya dibanding sinovac pfizer ,"['btw', 'astrazeneca', 'dapet', 'booster', 'moderna', 'paling', 'top', 'karna', 'dijamin', 'ampuh', 'walau', 'jujurly', 'jenis', 'vaksin', 'itu', 'efek', 'sampingnya', 'warbiasa', 'sakitnya', 'dibanding', 'sinovac', 'pfizer']","['omong', 'astrazeneca', 'dapat', 'booster', 'moderna', 'paling', 'top', 'karena', 'dijamin', 'ampuh', 'walau', 'jujur', 'jenis', 'vaksin', 'itu', 'efek', 'sampingnya', 'luar biasa', 'sakitnya', 'dibanding', 'sinovac', 'pfizer']","['omong', 'astrazeneca', 'booster', 'moderna', 'paling', 'dijamin', 'ampuh', 'jujur', 'jenis', 'vaksin', 'efek', 'sampingnya', 'luar biasa', 'sakitnya', 'dibanding', 'sinovac', 'pfizer']","['omong', 'astrazeneca', 'booster', 'moderna', 'paling', 'jamin', 'ampuh', 'jujur', 'jenis', 'vaksin', 'efek', 'samping', 'luar biasa', 'sakit', 'banding', 'sinovac', 'pfizer']","['omong', 'astrazeneca', 'booster', 'moderna', 'paling', 'dijamin', 'ampuh', 'jujur', 'jenis', 'vaksin', 'efek', 'sampingnya', 'luar biasa', 'sakitnya', 'dibanding', 'sinovac', 'pfizer']",[],[],[],omong astrazeneca booster moderna paling jamin ampuh jujur jenis vaksin efek samping luar biasa sakit banding sinovac pfizer
positive,Alhamdulillah Nyokap udah vaksin booster di _ui . Sehat terus & semoga ga ada KIPI nya ya maaa,,,,,,,Alhamdulillah Nyokap udah vaksin booster di ui  Sehat terus  semoga ga ada KIPI nya ya maaa,alhamdulillah nyokap udah vaksin booster di ui  sehat terus  semoga ga ada kipi nya ya maaa,"['alhamdulillah', 'nyokap', 'udah', 'vaksin', 'booster', 'di', 'ui', 'sehat', 'terus', 'semoga', 'ga', 'ada', 'kipi', 'nya', 'ya', 'maaa']","['alhamdulillah', 'ibu', 'sudah', 'vaksin', 'booster', 'di', 'ui', 'sehat', 'terus', 'semoga', 'tidak', 'ada', 'efek', 'nya', 'ya', 'maaa']","['alhamdulillah', 'ibu', 'vaksin', 'booster', 'sehat', 'terus', 'semoga', 'efek']","['alhamdulillah', 'ibu', 'vaksin', 'booster', 'sehat', 'terus', 'moga', 'efek']","['alhamdulillah', 'ibu', 'vaksin', 'booster', 'sehat', 'terus', 'semoga', 'efek']",[],[],[],alhamdulillah ibu vaksin booster sehat terus moga efek
positive,"Alhamdulillah, kelar vaksin pfizer dosis kedua. Sampai malam ini, kipi pfizer di ibu hamil minggu masih sama dengan dosis pertama yaitu tangan pegal di area bekas suntikan. Semoga kita semua diberi kesehatan dan pandemi ini segera berakhir. Aamiin.",,,,,,,Alhamdulillah kelar vaksin pfizer dosis kedua Sampai malam ini kipi pfizer di ibu hamil minggu masih sama dengan dosis pertama yaitu tangan pegal di area bekas suntikan Semoga kita semua diberi kesehatan dan pandemi ini segera berakhir Aamiin,alhamdulillah kelar vaksin pfizer dosis kedua sampai malam ini kipi pfizer di ibu hamil minggu masih sama dengan dosis pertama yaitu tangan pegal di area bekas suntikan semoga kita semua diberi kesehatan dan pandemi ini segera berakhir aamiin,"['alhamdulillah', 'kelar', 'vaksin', 'pfizer', 'dosis', 'kedua', 'sampai', 'malam', 'ini', 'kipi', 'pfizer', 'di', 'ibu', 'hamil', 'minggu', 'masih', 'sama', 'dengan', 'dosis', 'pertama', 'yaitu', 'tangan', 'pegal', 'di', 'area', 'bekas', 'suntikan', 'semoga', 'kita', 'semua', 'diberi', 'kesehatan', 'dan', 'pandemi', 'ini', 'segera', 'berakhir', 'aamiin']","['alhamdulillah', 'selesai', 'vaksin', 'pfizer', 'dosis', 'kedua', 'sampai', 'malam', 'ini', 'efek', 'pfizer', 'di', 'ibu', 'hamil', 'minggu', 'masih', 'sama', 'dengan', 'dosis', 'pertama', 'yaitu', 'tangan', 'pegal', 'di', 'area', 'bekas', 'suntikkan', 'semoga', 'kita', 'semua', 'diberi', 'kesehatan', 'dan', 'pandemi', 'ini', 'segera', 'berakhir', 'aamiin']","['alhamdulillah', 'selesai', 'vaksin', 'pfizer', 'dosis', 'kedua', 'malam', 'efek', 'pfizer', 'ibu', 'hamil', 'minggu', 'sama', 'dosis', 'pertama', 'tangan', 'pegal', 'area', 'bekas', 'suntikkan', 'semoga', 'semua', 'diberi', 'kesehatan', 'pandemi', 'segera', 'berakhir', 'aamiin']","['alhamdulillah', 'selesai', 'vaksin', 'pfizer', 'dosis', 'dua', 'malam', 'efek', 'pfizer', 'ibu', 'hamil', 'minggu', 'sama', 'dosis', 'pertama', 'tangan', 'pegal', 'area', 'bekas', 'suntik', 'moga', 'semua', 'beri', 'sehat', 'pandemi', 'segera', 'akhir', 'aamiin']","['alhamdulillah', 'selesai', 'vaksin', 'pfizer', 'dosis', 'kedua', 'malam', 'efek', 'pfizer', 'ibu', 'hamil', 'minggu', 'sama', 'dosis', 'pertama', 'tangan', 'pegal', 'area', 'bekas', 'suntikkan', 'semoga', 'semua', 'diberi', 'kesehatan', 'pandemi', 'segera', 'berakhir', 'aamiin']",[],[],[],alhamdulillah selesai vaksin pfizer dosis dua malam efek pfizer ibu hamil minggu sama dosis pertama tangan pegal area bekas suntik moga semua beri sehat pandemi segera akhir aamiin
positive,Pernah vaksin pfizer gak? Efek samping nya apa? Aku tadi vaksin pke pfizer soalnya:,,,,,,,Pernah vaksin pfizer gak Efek samping nya apa Aku tadi vaksin pke pfizer soalnya,pernah vaksin pfizer gak efek samping nya apa aku tadi vaksin pke pfizer soalnya,"['pernah', 'vaksin', 'pfizer', 'gak', 'efek', 'samping', 'nya', 'apa', 'aku', 'tadi', 'vaksin', 'pke', 'pfizer', 'soalnya']","['pernah', 'vaksin', 'pfizer', 'tidak', 'efek', 'samping', 'nya', 'apa', 'aku', 'tadi', 'vaksin', 'pakai', 'pfizer', 'soalnya']","['pernah', 'vaksin', 'pfizer', 'efek', 'samping', 'apa', 'tadi', 'vaksin', 'pakai', 'pfizer', 'soalnya']","['pernah', 'vaksin', 'pfizer', 'efek', 'samping', 'apa', 'tadi', 'vaksin', 'pakai', 'pfizer', 'soal']","['pernah', 'vaksin', 'pfizer', 'efek', 'samping', 'apa', 'tadi', 'vaksin', 'pakai', 'pfizer', 'soalnya']",[],[],[],pernah vaksin pfizer efek samping apa tadi vaksin pakai pfizer soal
positive,vaksin dosis - kemarin pakenya sinovac dan gak ada efek apa soalnya... tp kalo lihat efektivitasnya booster pfizer kan way more effective ya,,,,,,,vaksin dosis  kemarin pakenya sinovac dan gak ada efek apa soalnya tp kalo lihat efektivitasnya booster pfizer kan way more effective ya,vaksin dosis  kemarin pakenya sinovac dan gak ada efek apa soalnya tp kalo lihat efektivitasnya booster pfizer kan way more effective ya,"['vaksin', 'dosis', 'kemarin', 'pakenya', 'sinovac', 'dan', 'gak', 'ada', 'efek', 'apa', 'soalnya', 'tp', 'kalo', 'lihat', 'efektivitasnya', 'booster', 'pfizer', 'kan', 'way', 'more', 'effective', 'ya']","['vaksin', 'dosis', 'kemarin', 'pakainya', 'sinovac', 'dan', 'tidak', 'ada', 'efek', 'apa', 'soalnya', 'tapi', 'kalau', 'lihat', 'efektivitasnya', 'booster', 'pfizer', 'kan', 'way', 'more', 'effective', 'ya']","['vaksin', 'dosis', 'kemarin', 'pakainya', 'sinovac', 'efek', 'apa', 'soalnya', 'kalau', 'lihat', 'efektivitasnya', 'booster', 'pfizer', 'kan', 'way', 'more', 'effective']","['vaksin', 'dosis', 'kemarin', 'pakai', 'sinovac', 'efek', 'apa', 'soal', 'kalau', 'lihat', 'efektivitas', 'booster', 'pfizer', 'kan', 'way', 'more', 'effective']","['vaksin', 'dosis', 'kemarin', 'pakainya', 'sinovac', 'efek', 'apa', 'soalnya', 'kalau', 'lihat', 'efektivitasnya', 'booster', 'pfizer', 'kan', 'way', 'more', 'effective']",[],[],[],vaksin dosis kemarin pakai sinovac efek apa soal kalau lihat efektivitas booster pfizer kan way more effective
positive,"Efek booster kah? Kayaknya tergantung dari jenis vaksinnyaa. Kalau kayak moderna, pfizer, astra efek post vaksinnya hampir mirip mirip: ada yg demam, nyeri nyeri tulang, sakit kepala tapi biasanya ilang sendiri - hari. Maknyus sih emang, pantes doi ngeluh",,,,,,,Efek booster kah Kayaknya tergantung dari jenis vaksinnyaa Kalau kayak moderna pfizer astra efek post vaksinnya hampir mirip mirip ada yg demam nyeri nyeri tulang sakit kepala tapi biasanya ilang sendiri  hari Maknyus sih emang pantes doi ngeluh,efek booster kah kayaknya tergantung dari jenis vaksinnyaa kalau kayak moderna pfizer astra efek post vaksinnya hampir mirip mirip ada yg demam nyeri nyeri tulang sakit kepala tapi biasanya ilang sendiri  hari maknyus sih emang pantes doi ngeluh,"['efek', 'booster', 'kah', 'kayaknya', 'tergantung', 'dari', 'jenis', 'vaksinnyaa', 'kalau', 'kayak', 'moderna', 'pfizer', 'astra', 'efek', 'post', 'vaksinnya', 'hampir', 'mirip', 'mirip', 'ada', 'yg', 'demam', 'nyeri', 'nyeri', 'tulang', 'sakit', 'kepala', 'tapi', 'biasanya', 'ilang', 'sendiri', 'hari', 'maknyus', 'sih', 'emang', 'pantes', 'doi', 'ngeluh']","['efek', 'booster', 'kah', 'sepertinya', 'tergantung', 'dari', 'jenis', 'vaksinnya', 'kalau', 'seperti', 'moderna', 'pfizer', 'astrazeneca', 'efek', 'setelah', 'vaksinnya', 'hampir', 'mirip', 'mirip', 'ada', 'yang', 'demam', 'nyeri', 'nyeri', 'tulang', 'sakit', 'kepala', 'tapi', 'biasanya', 'hilang', 'sendiri', 'hari', 'mantap', 'sih', 'memang', 'pantas', 'doi', 'mengeluh']","['efek', 'booster', 'sepertinya', 'tergantung', 'jenis', 'vaksinnya', 'kalau', 'moderna', 'pfizer', 'astrazeneca', 'efek', 'vaksinnya', 'hampir', 'mirip', 'mirip', 'demam', 'nyeri', 'nyeri', 'tulang', 'sakit', 'kepala', 'biasanya', 'hilang', 'sendiri', 'hari', 'mantap', 'memang', 'pantas', 'mengeluh']","['efek', 'booster', 'seperti', 'gantung', 'jenis', 'vaksin', 'kalau', 'moderna', 'pfizer', 'astrazeneca', 'efek', 'vaksin', 'hampir', 'mirip', 'mirip', 'demam', 'nyeri', 'nyeri', 'tulang', 'sakit', 'kepala', 'biasa', 'hilang', 'sendiri', 'hari', 'mantap', 'memang', 'pantas', 'keluh']","['efek', 'booster', 'sepertinya', 'tergantung', 'jenis', 'vaksinnya', 'kalau', 'moderna', 'pfizer', 'astrazeneca', 'efek', 'vaksinnya', 'hampir', 'mirip', 'mirip', 'demam', 'nyeri', 'nyeri', 'tulang', 'sakit', 'kepala', 'biasanya', 'hilang', 'sendiri', 'hari', 'mantap', 'memang', 'pantas', 'mengeluh']",[],[],[],efek booster seperti gantung jenis vaksin kalau moderna pfizer astrazeneca efek vaksin hampir mirip mirip demam nyeri nyeri tulang sakit kepala biasa hilang sendiri hari mantap memang pantas keluh
negative,Ngeliat artikel sih katanya efek yg tdk umum bagi yg pake akan ada pembengkakan di kelenjar getah bening,,,,,,,Ngeliat artikel sih katanya efek yg tdk umum bagi yg pake akan ada pembengkakan di kelenjar getah bening,ngeliat artikel sih katanya efek yg tdk umum bagi yg pake akan ada pembengkakan di kelenjar getah bening,"['ngeliat', 'artikel', 'sih', 'katanya', 'efek', 'yg', 'tdk', 'umum', 'bagi', 'yg', 'pake', 'akan', 'ada', 'pembengkakan', 'di', 'kelenjar', 'getah', 'bening']","['melihat', 'artikel', 'sih', 'katanya', 'efek', 'yang', 'tidak', 'umum', 'bagi', 'yang', 'pakai', 'akan', 'ada', 'pembengkakan', 'di', 'kelenjar', 'getah', 'bening']","['melihat', 'artikel', 'katanya', 'efek', 'umum', 'pakai', 'pembengkakan', 'kelenjar', 'getah', 'bening']","['lihat', 'artikel', 'kata', 'efek', 'umum', 'pakai', 'bengkak', 'kelenjar', 'getah', 'bening']","['melihat', 'artikel', 'katanya', 'efek', 'umum', 'pakai', 'pembengkakan', 'kelenjar', 'getah', 'bening']",[],[],[],lihat artikel kata efek umum pakai bengkak kelenjar getah bening
positive,"Kl buat aku sih aman aja, cuma efek nya baru kerasa jam stlah penyuntikan, badan lemes, kerasa dingin, tangan kiri sakit krna ada pembengkakan di ketiak sebelah kiri dan insomnia parah",,,,,,,Kl buat aku sih aman aja cuma efek nya baru kerasa jam stlah penyuntikan badan lemes kerasa dingin tangan kiri sakit krna ada pembengkakan di ketiak sebelah kiri dan insomnia parah,kl buat aku sih aman aja cuma efek nya baru kerasa jam stlah penyuntikan badan lemes kerasa dingin tangan kiri sakit krna ada pembengkakan di ketiak sebelah kiri dan insomnia parah,"['kl', 'buat', 'aku', 'sih', 'aman', 'aja', 'cuma', 'efek', 'nya', 'baru', 'kerasa', 'jam', 'stlah', 'penyuntikan', 'badan', 'lemes', 'kerasa', 'dingin', 'tangan', 'kiri', 'sakit', 'krna', 'ada', 'pembengkakan', 'di', 'ketiak', 'sebelah', 'kiri', 'dan', 'insomnia', 'parah']","['kalau', 'buat', 'aku', 'sih', 'aman', 'saja', 'hanya', 'efek', 'nya', 'baru', 'terasa', 'jam', 'setelah', 'penyuntikkan', 'badan', 'lemas', 'terasa', 'dingin', 'tangan', 'kiri', 'sakit', 'karena', 'ada', 'pembengkakan', 'di', 'ketiak', 'sebelah', 'kiri', 'dan', 'insomnia', 'parah']","['kalau', 'buat', 'aman', 'efek', 'baru', 'terasa', 'jam', 'penyuntikkan', 'badan', 'lemas', 'terasa', 'dingin', 'tangan', 'kiri', 'sakit', 'pembengkakan', 'ketiak', 'sebelah', 'kiri', 'insomnia', 'parah']","['kalau', 'buat', 'aman', 'efek', 'baru', 'asa', 'jam', 'suntik', 'badan', 'lemas', 'asa', 'dingin', 'tangan', 'kiri', 'sakit', 'bengkak', 'ketiak', 'belah', 'kiri', 'insomnia', 'parah']","['kalau', 'buat', 'aman', 'efek', 'baru', 'terasa', 'jam', 'penyuntikkan', 'badan', 'lemas', 'terasa', 'dingin', 'tangan', 'kiri', 'sakit', 'pembengkakan', 'ketiak', 'sebelah', 'kiri', 'insomnia', 'parah']",[],[],[],kalau buat aman efek baru asa jam suntik badan lemas asa dingin tangan kiri sakit bengkak ketiak belah kiri insomnia parah
positive,"Aku pfizer. Trs kata temen ku ""enak bgt dpt pfizer"". Dan efek yg aku rasain sih demam biasa aja. Gak ada yg sampe parah gimana gitu",,,,,,,Aku pfizer Trs kata temen ku enak bgt dpt pfizer Dan efek yg aku rasain sih demam biasa aja Gak ada yg sampe parah gimana gitu,aku pfizer trs kata temen ku enak bgt dpt pfizer dan efek yg aku rasain sih demam biasa aja gak ada yg sampe parah gimana gitu,"['aku', 'pfizer', 'trs', 'kata', 'temen', 'ku', 'enak', 'bgt', 'dpt', 'pfizer', 'dan', 'efek', 'yg', 'aku', 'rasain', 'sih', 'demam', 'biasa', 'aja', 'gak', 'ada', 'yg', 'sampe', 'parah', 'gimana', 'gitu']","['aku', 'pfizer', 'terus', 'kata', 'teman', 'ku', 'enak', 'sekali', 'dapat', 'pfizer', 'dan', 'efek', 'yang', 'aku', 'rasakan', 'sih', 'demam', 'biasa', 'saja', 'tidak', 'ada', 'yang', 'sampai', 'parah', 'bagaimana', 'begitu']","['pfizer', 'terus', 'kata', 'teman', 'enak', 'sekali', 'pfizer', 'efek', 'rasakan', 'demam', 'biasa', 'parah', 'bagaimana']","['pfizer', 'terus', 'kata', 'teman', 'enak', 'sekali', 'pfizer', 'efek', 'rasa', 'demam', 'biasa', 'parah', 'bagaimana']","['pfizer', 'terus', 'kata', 'teman', 'enak', 'sekali', 'pfizer', 'efek', 'rasakan', 'demam', 'biasa', 'parah', 'bagaimana']",[],[],[],pfizer terus kata teman enak sekali pfizer efek rasa demam biasa parah bagaimana
positive,"jujurlyy gw pfizer enak bgttt,dri awal gada efek samping,cuma yg kedua ada sih cuma capee gt tp udhnya enak bgtt jarang sakit juga",,,,,,,jujurlyy gw pfizer enak bgtttdri awal gada efek sampingcuma yg kedua ada sih cuma capee gt tp udhnya enak bgtt jarang sakit juga,jujurlyy gw pfizer enak bgtttdri awal gada efek sampingcuma yg kedua ada sih cuma capee gt tp udhnya enak bgtt jarang sakit juga,"['jujurlyy', 'gw', 'pfizer', 'enak', 'bgtttdri', 'awal', 'gada', 'efek', 'sampingcuma', 'yg', 'kedua', 'ada', 'sih', 'cuma', 'capee', 'gt', 'tp', 'udhnya', 'enak', 'bgtt', 'jarang', 'sakit', 'juga']","['jujur', 'aku', 'pfizer', 'enak', 'bgtttdri', 'awal', 'gada', 'efek', 'sampingcuma', 'yang', 'kedua', 'ada', 'sih', 'hanya', 'capai', 'begitu', 'tapi', 'sudahnya', 'enak', 'sekali', 'jarang', 'sakit', 'juga']","['jujur', 'pfizer', 'enak', 'bgtttdri', 'awal', 'gada', 'efek', 'sampingcuma', 'kedua', 'capai', 'sudahnya', 'enak', 'sekali', 'jarang', 'sakit']","['jujur', 'pfizer', 'enak', 'bgtttdri', 'awal', 'gada', 'efek', 'sampingcuma', 'dua', 'capai', 'sudah', 'enak', 'sekali', 'jarang', 'sakit']","['jujur', 'pfizer', 'enak', 'bgtttdri', 'awal', 'gada', 'efek', 'sampingcuma', 'kedua', 'capai', 'sudahnya', 'enak', 'sekali', 'jarang', 'sakit']",[],[],[],jujur pfizer enak bgtttdri awal gada efek sampingcuma dua capai sudah enak sekali jarang sakit
negative,"Okee kita bahas apa yg kerasa di hari ke dan ke , efek dosis ke , buat urg sih tangan kiri makin sakit buat  gerakin kerasa ky ada ketarik gt  ketiak, insomnia parah, kmrn hari senin bangun jam pagi dan skrng selasa jam pagi samsek belum tidur",,,,,,,Okee kita bahas apa yg kerasa di hari ke dan ke  efek dosis ke  buat urg sih tangan kiri makin sakit buat  gerakin kerasa ky ada ketarik gt  ketiak insomnia parah kmrn hari senin bangun jam pagi dan skrng selasa jam pagi samsek belum tidur,okee kita bahas apa yg kerasa di hari ke dan ke  efek dosis ke  buat urg sih tangan kiri makin sakit buat  gerakin kerasa ky ada ketarik gt  ketiak insomnia parah kmrn hari senin bangun jam pagi dan skrng selasa jam pagi samsek belum tidur,"['okee', 'kita', 'bahas', 'apa', 'yg', 'kerasa', 'di', 'hari', 'ke', 'dan', 'ke', 'efek', 'dosis', 'ke', 'buat', 'urg', 'sih', 'tangan', 'kiri', 'makin', 'sakit', 'buat', 'gerakin', 'kerasa', 'ky', 'ada', 'ketarik', 'gt', 'ketiak', 'insomnia', 'parah', 'kmrn', 'hari', 'senin', 'bangun', 'jam', 'pagi', 'dan', 'skrng', 'selasa', 'jam', 'pagi', 'samsek', 'belum', 'tidur']","['oke', 'kita', 'bahas', 'apa', 'yang', 'terasa', 'di', 'hari', 'ke', 'dan', 'ke', 'efek', 'dosis', 'ke', 'buat', 'penting', 'sih', 'tangan', 'kiri', 'makin', 'sakit', 'buat', 'gerakkan', 'terasa', 'seperti', 'ada', 'ketarik', 'begitu', 'ketiak', 'insomnia', 'parah', 'kemarin', 'hari', 'senin', 'bangun', 'jam', 'pagi', 'dan', 'sekarang', 'selasa', 'jam', 'pagi', 'samsek', 'belum', 'tidur']","['bahas', 'apa', 'terasa', 'hari', 'efek', 'dosis', 'buat', 'penting', 'tangan', 'kiri', 'makin', 'sakit', 'buat', 'gerakkan', 'terasa', 'ketarik', 'ketiak', 'insomnia', 'parah', 'kemarin', 'hari', 'senin', 'bangun', 'jam', 'pagi', 'sekarang', 'selasa', 'jam', 'pagi', 'samsek', 'tidur']","['bahas', 'apa', 'asa', 'hari', 'efek', 'dosis', 'buat', 'penting', 'tangan', 'kiri', 'makin', 'sakit', 'buat', 'gerak', 'asa', 'tarik', 'ketiak', 'insomnia', 'parah', 'kemarin', 'hari', 'senin', 'bangun', 'jam', 'pagi', 'sekarang', 'selasa', 'jam', 'pagi', 'samsek', 'tidur']","['bahas', 'apa', 'terasa', 'hari', 'efek', 'dosis', 'buat', 'penting', 'tangan', 'kiri', 'makin', 'sakit', 'buat', 'gerakkan', 'terasa', 'ketarik', 'ketiak', 'insomnia', 'parah', 'kemarin', 'hari', 'senin', 'bangun', 'jam', 'pagi', 'sekarang', 'selasa', 'jam', 'pagi', 'samsek', 'tidur']",[],[],[],bahas apa asa hari efek dosis buat penting tangan kiri makin sakit buat gerak asa tarik ketiak insomnia parah kemarin hari senin bangun jam pagi sekarang selasa jam pagi samsek tidur
